Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,12/17/2022,,Credit,200,,50490207,Cash Deposit,Deposits,Deposit,205.62,,Cash Deposit
,12/7/2022,,Debit,-6.9,,49952274,Starbucks,Restaurants & Dining,Debit Card,5.62,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,12/7/2022,,Debit,-19.99,,49952275,Payment to Comcast,Cable & Satellite,,12.52,,Bill payment Withdrawal COMCAST DENVER 4899 800-266-2278 CO
,12/6/2022,,Debit,-42.19,,49917129,Planet Fitness,Personal Care & Fitness,,32.51,,Bill payment Withdrawal ABC*PLANET FITNESS 7997 575-5227867 NM
,12/6/2022,,Debit,-100,,49899478,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,74.7,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,12/5/2022,,Credit,196.5,,49876589,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,174.7,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,12/1/2022,,Debit,-30,,49669275,Planet Fitness Service Charges/Fees,Service Charges & Fees,Fees,-21.8,,Fee Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM - NSF Fee
,11/29/2022,,Debit,-10.38,,49424265,Whataburger,Restaurants & Dining,Debit Card,8.2,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,11/28/2022,,Debit,-7.44,,49424264,Starbucks,Restaurants & Dining,Debit Card,18.58,,Debit Card purchase STARBUCKS STORE 06642 5814 EL PASO TX
,11/28/2022,,Debit,-16.07,,49424267,Cinemark Theatres,Entertainment,Debit Card,26.02,,Debit Card purchase CNK*CINEMARK.COM 236 7832 800-246-3627 TX
,11/28/2022,,Debit,-30.48,,49424266,Speedway,Gasoline/Fuel,Debit Card,42.09,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5542 LAS CRUCES NM
,11/27/2022,,Debit,-6.9,,49342137,Starbucks,Restaurants & Dining,Debit Card,72.57,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,11/26/2022,,Credit,100,,49284522,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,79.47,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,11/17/2022,,Debit,-30,,48930095,Planet Fitness Service Charges/Fees,Service Charges & Fees,Fees,-20.53,,Fee Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM - NSF Fee
,11/15/2022,,Debit,-90,,48740510,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,9.47,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,11/15/2022,,Debit,-100,,48740433,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,99.47,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,11/13/2022,,Debit,-31.23,,48641803,Supercuts,Personal Care & Fitness,Debit Card,199.47,,Debit Card purchase SUPERCUTS LAS CRUCES II 7230 LAS CRUCES NM
,11/13/2022,,Credit,200,,48641802,Deposit Transfer from SXX00 - Overdraft Transfer,Transfers,Transfer,230.7,,Deposit Transfer from S0000 - Overdraft Transfer
,11/13/2022,,Debit,-10.87,,48641804,PRIME VIDEO*HB4O74B61 XX-3080 WA,Entertainment,Debit Card,30.7,,Debit Card purchase PRIME VIDEO*HB4O74B61 5818 888-802-3080 WA
,11/12/2022,,Debit,-60.43,,48613097,Walmart,Shopping,Debit Card,41.57,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,11/12/2022,,Debit,-200,,48602670,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,102,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,11/12/2022,,Debit,-200,,48602661,Online banking Withdrawal Transfer to S0000,Transfers,Transfer,302,,Online banking Withdrawal Transfer to S0000
,11/12/2022,,Credit,500,,48598519,Check Deposit,Deposits,Deposit,502,,Check Deposit
,11/9/2022,,Credit,2,,48598518,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,2,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,10/31/2022,,Debit,-10.17,,47964699,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,10/17/2022,,Debit,-10.82,,47247501,Planet Fitness,Personal Care & Fitness,,10.17,,ACH Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM
,10/15/2022,,Debit,-5.81,,47247500,Nmsu Bookstore,Hobbies,Debit Card,20.99,,Debit Card purchase NMSU BOOKSTORE #2218 5942 LAS CRUCES NM
,10/15/2022,,Debit,-13.81,,47247499,Nmsu Bookstore,Hobbies,Debit Card,26.8,,Debit Card purchase NMSU BOOKSTORE #2218 5942 LAS CRUCES NM
,10/15/2022,,Debit,-39.98,,47152001,Payment to Comcast,Cable & Satellite,,40.61,,Bill payment Withdrawal COMCAST DENVER 4899 800-266-2278 CO
,10/15/2022,,Debit,-11.67,,47152000,Whataburger,Restaurants & Dining,Debit Card,80.59,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,10/14/2022,,Debit,-3.5,,47099828,NMSUTRANSPORTPRKNGSRVCS XX1839 NM,Travel & Commute,Debit Card,92.26,,Debit Card purchase NMSUTRANSPORTPRKNGSRVCS 8220 5756461839 NM
,10/14/2022,,Debit,-14,,47099827,Panda Express,Restaurants & Dining,Debit Card,95.76,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,10/13/2022,,Debit,-700,,47099826,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,109.76,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,10/13/2022,,Credit,800,,47056083,Check Deposit,Deposits,Deposit,809.76,,Check Deposit
,10/13/2022,,Debit,-6.22,,47056082,Starbucks,Restaurants & Dining,Debit Card,9.76,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,10/13/2022,,Debit,-2.5,,47035588,NMSUTRANSPORTPRKNGSRVCS XX1839 NM,Travel & Commute,Debit Card,15.98,,Debit Card purchase NMSUTRANSPORTPRKNGSRVCS 8220 5756461839 NM
,10/13/2022,,Debit,-10.87,,47035587,PRIME VIDEO*HT1IB5451 XX-3080 WA,Entertainment,Debit Card,18.48,,Debit Card purchase PRIME VIDEO*HT1IB5451 5818 888-802-3080 WA
,10/10/2022,,Debit,-24.75,,46939693,Peter Piper Pizza,Restaurants & Dining,Debit Card,29.35,,Debit Card purchase PETER PIPER PIZZA 45 5812 LAS CRUCES NM
,10/9/2022,,Debit,-47.26,,46875572,Circle K,Groceries,Debit Card,54.1,,POS Card purchase CIRCLE K # 41289 5542 LAS CRUCES NM
,10/9/2022,,Debit,-55.74,,46875571,Walmart,Shopping,Debit Card,101.36,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,10/9/2022,,Debit,-16.2,,46875570,Chick-fil-A,Restaurants & Dining,Debit Card,157.1,,Debit Card purchase CHICK-FIL-A #03693 5814 LAS CRUCES NM
,10/9/2022,,Debit,-1.08,,46866903,Planet Fitness,Personal Care & Fitness,Debit Card,173.3,,Debit Card purchase 7038 PLANET FITNESS 7997 LAS CRUCES NM
,10/8/2022,,Debit,-24.35,,46866902,Walmart,Shopping,Debit Card,174.38,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,10/8/2022,,Credit,196.5,,46827936,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,198.73,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,10/4/2022,,Debit,-27.71,,46654017,Walmart,Shopping,Debit Card,2.23,,POS Card purchase WAL-MART SUPER CENTER 5411 0806 WAL-SAMS LAS CRUCES NM
,10/4/2022,,Debit,-6.22,,46611317,Starbucks,Restaurants & Dining,Debit Card,29.94,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,10/1/2022,,Debit,-4.92,,46538141,Starbucks,Restaurants & Dining,Debit Card,36.16,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,10/1/2022,,Debit,-5,,46538142,Speedway,Gasoline/Fuel,Debit Card,41.08,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5541 LAS CRUCES NM
,9/23/2022,,Debit,-6.22,,46074706,Starbucks,Restaurants & Dining,Debit Card,46.08,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,9/23/2022,,Debit,-1,,46074707,NMSUTRANSPORTPRKNGSRVCS XX1839 NM,Travel & Commute,Debit Card,52.3,,Debit Card purchase NMSUTRANSPORTPRKNGSRVCS 8220 5756461839 NM
,9/22/2022,,Debit,-16.31,,45984962,Amazon,Shopping,,53.3,,Bill payment Withdrawal AMAZON PRIME*1U11A2JN1 5968 AMZN.COM/BILL WA
,9/21/2022,,Debit,-1,,45926164,NMSUTRANSPORTPRKNGSRVCS XX1839 NM,Travel & Commute,Debit Card,69.61,,Debit Card purchase NMSUTRANSPORTPRKNGSRVCS 8220 5756461839 NM
,9/19/2022,,Debit,-48.29,,45856849,Shell,Gasoline/Fuel,Debit Card,70.61,,Debit Card purchase SHELL OIL 53047880207 5542 LAS CRUCES NM
,9/19/2022,,Debit,-6.22,,45856848,Starbucks,Restaurants & Dining,Debit Card,118.9,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,9/18/2022,,Debit,-51.95,,45856847,Walmart,Shopping,Debit Card,125.12,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,9/18/2022,,Debit,-800,,45741864,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,177.07,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,9/18/2022,,Debit,-3.35,,45741770,Pepsi Vending Machines,Groceries,Debit Card,977.07,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,9/17/2022,,Debit,-25.18,,45741768,Walmart,Shopping,Debit Card,980.42,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,9/17/2022,,Debit,-6.26,,45741769,Wendy's,Restaurants & Dining,Debit Card,1005.6,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,9/17/2022,,Credit,1000,,45703549,Check Deposit,Deposits,Deposit,1011.86,,Check Deposit
,9/16/2022,,Debit,-8.54,,45659651,Whataburger,Restaurants & Dining,Debit Card,11.86,,Debit Card purchase WHATABURGER 465 5814 LAS CRUCES NM
,9/15/2022,,Debit,-3.72,,45607472,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,20.4,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,9/15/2022,,Debit,-12,,45607471,Panda Express,Restaurants & Dining,Debit Card,24.12,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,9/14/2022,,Debit,-10.43,,45546337,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,36.12,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,9/13/2022,,Debit,-50,,45480509,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,46.55,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,9/12/2022,,Debit,-3.12,,45480506,Walmart,Shopping,Debit Card,96.55,,POS Card purchase WM SUPERCENTER #806 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,9/12/2022,,Credit,99.24,,45480507,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,99.67,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,9/3/2022,,Debit,-24,,45033357,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.43,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,8/23/2022,,Debit,-500,,44390789,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,24.43,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,8/22/2022,,Debit,-16.31,,44390735,Amazon,Shopping,,524.43,,Bill payment Withdrawal AMAZON PRIME*7H9326QL3 5968 AMZN.COM/BILL WA
,8/21/2022,,Debit,-6.22,,44390734,Starbucks,Restaurants & Dining,Debit Card,540.74,,Debit Card purchase STARBUCKS STORE 02774 5814 LAS CRUCES NM
,8/19/2022,,Debit,-19.66,,44247046,Walmart,Shopping,Debit Card,546.96,,POS Card purchase WAL-MART SUPER CENTER 5411 0806 WAL-SAMS LAS CRUCES NM
,8/19/2022,,Credit,400,,44233154,Cash Deposit,Deposits,Deposit,566.62,,Cash Deposit
,8/19/2022,,Debit,-11.02,,44233153,Whataburger,Restaurants & Dining,Debit Card,166.62,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,8/17/2022,,Debit,-802.15,,44109672,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,177.64,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,8/16/2022,,Debit,-77.17,,44109601,Walmart,Shopping,Debit Card,979.79,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,8/16/2022,,Credit,1040,,44109603,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,1056.96,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,8/13/2022,,Debit,-10.87,,44109602,PRIME VIDEO*S100V9XY3 XX-3080 WA,Entertainment,Debit Card,16.96,,Debit Card purchase PRIME VIDEO*S100V9XY3 5818 888-802-3080 WA
,8/6/2022,,Debit,-81.96,,44109600,Walmart,Shopping,Debit Card,27.83,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,8/4/2022,,Debit,-29.59,,43458728,Great Clips,Personal Care & Fitness,Debit Card,109.79,,Debit Card purchase 0646 GREAT CLIPS AT ESPAN 7230 ESPANOLA NM
,8/3/2022,,Credit,39.3,,43458727,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,139.38,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,8/3/2022,,Debit,-900,,43377767,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,100.08,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,8/3/2022,,Credit,1000,,43377730,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,1000.08,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,7/18/2022,,Debit,-60,,42525288,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.08,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,7/18/2022,,Credit,60,,42525221,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,60.08,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,7/10/2022,,Debit,-10.66,,42212825,Lowe's,Home Supplies,Debit Card,0.08,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,7/10/2022,,Debit,-24.36,,42212824,McDonald's,Restaurants & Dining,Debit Card,10.74,,Debit Card purchase MCDONALD'S F2279 5814 SANTA FE NM
,7/10/2022,,Debit,-26,,42074610,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,35.1,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,7/10/2022,,Credit,26,,42074593,ATM Deposit CU ANYTIME XX 1216 PASEO DE ONATE ESPANOLA NM,Deposits,,61.1,,ATM Deposit CU ANYTIME 6011 1216 PASEO DE ONATE ESPANOLA NM
,7/9/2022,,Debit,-44.16,,42072883,The Home Depot,Home Supplies,Debit Card,35.1,,POS Card purchase THE HOME DEPOT #3503 5200 952 RICHARDS AVE. SANTA FE NM
,7/9/2022,,Credit,78.6,,42072884,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,79.26,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,7/6/2022,,Debit,-20,,41883892,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.66,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,7/6/2022,,Credit,20,,41883813,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,20.66,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,7/4/2022,,Debit,-65,,41771198,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.66,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,7/4/2022,,Credit,41,,41771172,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,65.66,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,7/3/2022,,Debit,-40.07,,41769117,Phillips 66,Gasoline/Fuel,Debit Card,24.66,,Debit Card purchase PHILLIPS 66 - MALHI C STO 5542 ESPANOLA NM
,7/3/2022,,Debit,-70,,41731388,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,64.73,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,7/3/2022,,Debit,-17.55,,41729356,Walmart,Shopping,Debit Card,134.73,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,7/3/2022,,Debit,-5.83,,41729355,Walmart,Shopping,Debit Card,152.28,,POS Card purchase WAL-MART SUPER CENTER 5411 2656 WAL-SAMS ESPANOLA NM
,7/3/2022,,Debit,-47.75,,41729354,Shell,Gasoline/Fuel,Debit Card,158.11,,Debit Card purchase SHELL OIL 53047880207 5542 LAS CRUCES NM
,7/3/2022,,Debit,-3.81,,41729357,Marathon Petroleum,Gasoline/Fuel,Debit Card,205.86,,Debit Card purchase MARATHON PETRO235069 5541 LEMITAR NM
,7/3/2022,,Debit,-4.84,,41729353,Starbucks,Restaurants & Dining,Debit Card,209.67,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,7/3/2022,,Debit,-10.62,,41729352,McDonald's,Restaurants & Dining,Debit Card,214.51,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,7/1/2022,,Credit,200,,41687845,Cash Deposit,Deposits,Deposit,225.13,,Cash Deposit
,7/1/2022,,Debit,-6.23,,41687844,Starbucks,Restaurants & Dining,Debit Card,25.13,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,7/1/2022,,Debit,-10.17,,41687843,Whataburger,Restaurants & Dining,Debit Card,31.36,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,6/28/2022,,Debit,-250,,41447952,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,41.53,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,6/28/2022,,Debit,-18.8,,41447944,Walmart,Shopping,Debit Card,291.53,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,6/28/2022,,Credit,300,,41446657,ATM Deposit CU ANYTIME XX 1715 E. UNIVERSITY AVE LAS CRUCES NM,Deposits,,310.33,,ATM Deposit CU ANYTIME 6011 1715 E. UNIVERSITY AVE LAS CRUCES NM
,6/22/2022,,Debit,-3.35,,41256107,Pepsi Vending Machines,Groceries,Debit Card,10.33,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,6/22/2022,,Debit,-3.35,,41256106,Pepsi Vending Machines,Groceries,Debit Card,13.68,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,6/22/2022,,Debit,-16.33,,41256105,Amazon,Shopping,,17.03,,Bill payment Withdrawal AMAZON PRIME*332CO0G43 5968 AMZN.COM/BILL WA
,6/19/2022,,Debit,-2.75,,40986487,"CARLSBAD CAVERN SNACK BA 5814 CARLSBAD, NM",Restaurants & Dining,Debit Card,33.36,,"Debit Card purchase CARLSBAD CAVERN SNACK BA 5814 CARLSBAD, NM"
,6/19/2022,,Debit,-15,,40986486,Carlsbad Tavern,Entertainment,Debit Card,36.11,,Debit Card purchase CARLSBAD CAVERNS 9399 CARLSBAD NM
,6/17/2022,,Debit,-6.23,,40902442,Starbucks,Restaurants & Dining,Debit Card,51.11,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,6/16/2022,,Debit,-13.52,,40902441,Walmart,Shopping,Debit Card,57.34,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CEN LAS CRUCES NM
,6/16/2022,,Debit,-300,,40855170,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,70.86,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,6/16/2022,,Credit,358.52,,40853224,Online banking Deposit - Remote deposit,Deposits,,370.86,,Online banking Deposit - Remote deposit
,6/15/2022,,Debit,-3.35,,40789086,Pepsi Vending Machines,Groceries,Debit Card,12.34,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,6/14/2022,,Debit,-10.89,,40708830,McDonald's,Restaurants & Dining,Debit Card,15.69,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,6/13/2022,,Debit,-10.88,,40657568,Amazon Digital Services,Entertainment,Debit Card,26.58,,Debit Card purchase PRIME VIDEO*032DC41Q3 5818 888-802-3080 WA
,6/12/2022,,Debit,-13,,40657567,Panda Express,Restaurants & Dining,Debit Card,37.46,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,6/11/2022,,Debit,-450,,40586150,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,50.46,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,6/11/2022,,Credit,500,,40582093,Check Deposit,Deposits,Deposit,500.46,,Check Deposit
,6/7/2022,,Debit,-39,,40370508,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.46,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,6/7/2022,,Debit,-3.51,,40369230,Einstein Bros. Bagels,Restaurants & Dining,Debit Card,39.46,,Debit Card purchase EINSTEINS CCSU 5814 LAS CRUCES NM
,6/7/2022,,Debit,-10.18,,40369228,Panda Express,Restaurants & Dining,Debit Card,42.97,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,6/7/2022,,Debit,-191.5,,40369229,NMSU CASHNET XX-2046 NM,Clothing,Debit Card,53.15,,Debit Card purchase NMSU CASHNET 8220 575-646-2046 NM
,6/6/2022,,Debit,-150,,40344736,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,244.65,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,6/4/2022,,Credit,392.22,,40201394,Online banking Deposit - Remote deposit,Deposits,,394.65,,Online banking Deposit - Remote deposit
,5/29/2022,,Debit,-8.39,,39867145,Starbucks,Restaurants & Dining,Debit Card,2.43,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,5/29/2022,,Debit,-490,,39848967,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,10.82,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,5/28/2022,,Debit,-31.25,,39829709,Supercuts,Personal Care & Fitness,Debit Card,500.82,,Debit Card purchase SUPERCUTS LAS CRUCES II 7230 LAS CRUCES NM
,5/27/2022,,Credit,500,,39795709,Check Deposit,Deposits,Deposit,532.07,,Check Deposit
,5/26/2022,,Debit,-3.35,,39722612,Pepsi Vending Machines,Groceries,Debit Card,32.07,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,5/25/2022,,Debit,-6.23,,39722611,Starbucks,Restaurants & Dining,Debit Card,35.42,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,5/24/2022,,Debit,-11.26,,39603284,Blake's Lotaburger,Restaurants & Dining,Debit Card,41.65,,Debit Card purchase BLAKE S LOTABURGER - 033 5814 LAS CRUCES NM
,5/23/2022,,Debit,-4.06,,39569921,Starbucks,Restaurants & Dining,Debit Card,52.91,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,5/22/2022,,Debit,-6.23,,39569920,Starbucks,Restaurants & Dining,Debit Card,56.97,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,5/22/2022,,Debit,-16.33,,39569919,Amazon,Shopping,,63.2,,Bill payment Withdrawal AMAZON PRIME*1L7Q15Y80 5968 AMZN.COM/BILL WA
,5/22/2022,,Debit,-10.82,,39569918,Whataburger,Restaurants & Dining,Debit Card,79.53,,Debit Card purchase WHATABURGER 465 5814 LAS CRUCES NM
,5/21/2022,,Debit,-17.05,,39569917,Walmart,Shopping,Debit Card,90.35,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,5/20/2022,,Debit,-300,,39456237,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,107.4,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,5/20/2022,,Credit,404.92,,39456215,Online banking Deposit - Remote deposit,Deposits,,407.4,,Online banking Deposit - Remote deposit
,5/11/2022,,Debit,-60,,38961185,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,2.48,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,5/11/2022,,Debit,-4.06,,38961154,Starbucks,Restaurants & Dining,Debit Card,62.48,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,5/10/2022,,Debit,-49.22,,38961153,Walmart,Shopping,Debit Card,66.54,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,5/10/2022,,Credit,100,,38895300,Cash Deposit,Deposits,Deposit,115.76,,Cash Deposit
,5/10/2022,,Debit,-6.23,,38895299,Starbucks,Restaurants & Dining,Debit Card,15.76,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,5/9/2022,,Debit,-35.74,,38885608,Walmart,Shopping,Debit Card,21.99,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,5/9/2022,,Debit,-9.97,,38850320,McDonald's,Restaurants & Dining,Debit Card,57.73,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,5/8/2022,,Debit,-9.67,,38850323,Speedway,Gasoline/Fuel,Debit Card,67.7,,POS Card purchase SPEEDWAY 5541 1685 E UNIVERSITY AVE LAS CRUCES NM
,5/8/2022,,Debit,-11.26,,38850322,Blake's Lotaburger,Restaurants & Dining,Debit Card,77.37,,Debit Card purchase BLAKE S LOTABURGER - 028 5814 LAS CRUCES NM
,5/8/2022,,Debit,-48.77,,38850321,Speedway,Gasoline/Fuel,Debit Card,88.63,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5542 LAS CRUCES NM
